NO,Polygon Points
11,"(1225.363, 810.757); (1240.302, 740.809); (1244.775, 723.042); (1248.222, 716.259); (1251.311, 714.952); (1277.446, 709.271); (1324.248, 701.928); (1325.591, 701.784); (1324.664, 754.597); (1324.594, 758.549); (1324.486, 764.321); (1323.330, 824.566); (1322.705, 856.752); (1288.057, 883.328); (1284.096, 885.285); (1278.183, 886.988); (1272.317, 885.413); (1269.510, 884.407); (1246.821, 865.014); (1236.255, 854.119); (1228.388, 828.083)"
12,"(1352.781, 769.944); (1355.535, 766.443); (1359.651, 775.031); (1359.471, 774.974); (1357.417, 773.629); (1355.681, 772.312)"
13,"(1286.103, 661.102); (1291.839, 684.611); (1289.587, 688.439); (1284.298, 692.517); (1246.279, 694.507); (1231.321, 694.449); (1225.372, 692.773); (1226.617, 670.715); (1226.844, 667.646); (1226.990, 666.912); (1228.022, 662.448); (1230.289, 655.618); (1232.793, 648.587); (1249.122, 647.755); (1256.641, 647.478); (1264.944, 647.327)"
14,"(2011.668, 1014.397); (1929.404, 991.621); (1929.902, 985.260); (1934.206, 966.645); (2000.256, 968.489); (2011.945, 969.246); (2023.031, 973.580); (2025.888, 976.073); (2022.089, 998.204); (2022.052, 998.391); (2019.432, 1007.778); (2018.719, 1009.335); (2015.988, 1014.740)"
15,"(1864.302, 219.401); (1975.350, 235.998); (1984.873, 243.209); (1986.964, 246.507); (1993.478, 257.727); (1994.138, 282.232); (1990.030, 295.223); (1939.050, 346.491); (1865.518, 363.922); (1828.152, 372.129); (1800.972, 374.792); (1812.155, 235.012); (1812.843, 227.626); (1812.854, 227.526); (1820.084, 223.966); (1825.459, 222.210); (1853.856, 219.528)"
16,"(1864.784, 775.411); (1848.703, 775.136); (1854.778, 772.205); (1864.873, 770.960); (1864.827, 773.234)"
17,"(1194.714, 565.429); (1192.637, 555.238); (1192.901, 550.439); (1193.501, 542.701); (1218.716, 522.459); (1223.320, 520.471); (1231.399, 522.119); (1234.919, 523.391); (1234.584, 540.020); (1234.516, 543.431); (1234.418, 548.266); (1234.396, 549.369); (1234.190, 559.608); (1233.190, 559.885); (1198.085, 566.572)"
18,"(175.124, 533.755); (169.143, 516.250); (175.843, 500.955); (177.547, 497.505); (187.222, 495.504); (189.293, 499.278); (190.436, 501.482); (190.699, 502.242); (191.480, 506.544); (191.778, 532.896); (187.859, 533.642); (179.221, 534.629)"
19,"(1620.100, 206.191); (1610.798, 214.826); (1591.870, 213.514); (1585.679, 212.339); (1581.632, 210.468); (1577.444, 207.236); (1581.181, 193.559); (1585.499, 182.919); (1592.566, 172.497); (1595.301, 171.025); (1596.597, 172.388); (1598.933, 175.605); (1618.927, 204.415); (1619.341, 205.034)"
20,"(1865.053, 385.643); (1893.389, 376.184); (1922.313, 375.272); (1936.231, 378.736); (1933.299, 401.355); (1922.449, 436.542); (1917.576, 438.953); (1906.683, 439.240); (1902.248, 438.274); (1872.848, 421.871); (1869.599, 418.781); (1868.290, 416.486); (1865.971, 411.990); (1865.351, 406.422)"
21,"(272.650, 759.352); (265.285, 739.484); (268.441, 735.820); (272.901, 731.397); (273.216, 731.227); (272.829, 750.446)"
22,"(52.315, 374.792); (76.223, 377.757); (88.347, 380.488); (98.677, 385.043); (94.365, 417.376); (91.761, 421.086); (78.612, 433.439); (76.284, 435.245); (72.694, 436.822); (69.607, 437.928); (45.437, 439.076); (20.307, 439.064); (15.225, 437.869); (11.309, 435.198); (9.390, 427.829); (13.718, 382.520); (15.286, 378.320); (43.471, 375.172)"
23,"(952.884, 736.574); (952.930, 727.786); (960.060, 729.177); (962.877, 736.587); (960.166, 740.104); (954.950, 743.237); (952.904, 743.082); (952.898, 741.004)"
24,"(1476.299, 98.987); (1472.355, 110.333); (1466.920, 119.282); (1462.807, 118.737); (1461.084, 118.045); (1454.630, 115.040); (1450.569, 112.719); (1449.587, 112.077); (1449.011, 110.843); (1451.859, 104.637); (1455.984, 100.022); (1459.790, 98.883); (1473.625, 98.200)"
25,"(1961.471, 601.803); (1967.897, 590.340); (1987.035, 602.247); (1991.677, 605.207); (2001.980, 612.821); (2014.608, 631.174); (2007.244, 627.865); (1966.101, 606.951)"
26,"(1215.980, 234.338); (1214.778, 245.449); (1206.871, 246.158); (1188.717, 247.289); (1172.795, 246.576); (1165.787, 236.321); (1163.336, 226.487); (1162.081, 215.007); (1161.192, 202.525); (1183.245, 198.267); (1191.416, 200.312); (1198.381, 202.089); (1203.527, 204.768); (1205.349, 206.117); (1214.047, 223.813); (1215.513, 227.415)"
27,"(205.890, 907.327); (154.662, 918.326); (150.823, 918.784); (144.296, 917.199); (139.635, 914.610); (137.394, 906.165); (137.102, 902.231); (145.669, 899.422); (170.193, 896.390); (184.477, 896.898); (204.720, 903.331)"
28,"(1886.077, 662.156); (1884.577, 662.836); (1883.768, 662.593); (1878.020, 659.644); (1875.630, 658.320); (1873.326, 656.901); (1870.796, 654.963); (1865.983, 649.155); (1865.300, 647.973); (1866.240, 647.195); (1875.885, 648.494); (1885.643, 651.066); (1890.425, 652.453); (1888.310, 657.946)"
29,"(1339.733, 343.351); (1336.902, 338.500); (1341.775, 337.476); (1347.910, 340.768)"
30,"(363.899, 1013.932); (345.460, 1015.097); (345.885, 1003.101); (348.472, 1002.386); (366.799, 1003.844); (380.571, 1007.625); (373.440, 1011.391)"
31,"(882.442, 262.594); (873.402, 255.478); (882.520, 251.942); (885.468, 256.537)"
32,"(1224.577, 890.042); (1239.823, 889.554); (1244.948, 894.180); (1250.936, 903.326); (1234.456, 901.120)"
33,"(110.935, 743.031); (104.873, 743.130); (106.681, 741.205)"
34,"(1881.046, 450.024); (1887.743, 454.701); (1884.263, 455.423)"
35,"(787.591, 694.607); (777.050, 659.765); (783.440, 640.115); (788.301, 633.197); (795.776, 632.590); (800.183, 632.875); (889.509, 639.980); (914.018, 647.729); (922.179, 650.816); (925.628, 656.000); (931.726, 672.354); (929.405, 682.953); (919.053, 685.018); (880.690, 688.810); (799.952, 695.138)"
36,"(169.233, 719.833); (199.513, 695.485); (203.939, 694.777); (238.698, 692.595); (230.724, 722.132); (228.450, 724.957); (222.626, 727.067); (172.219, 723.654)"
37,"(1037.327, 279.065); (1032.552, 274.919); (1040.497, 269.733); (1043.538, 272.289)"
38,"(889.106, 350.963); (879.127, 359.440); (875.325, 357.320); (872.991, 354.266); (875.474, 349.222)"
39,"(918.046, 454.807); (905.455, 452.592); (911.700, 451.355); (917.225, 452.649)"
40,"(1417.210, 210.577); (1422.381, 201.986); (1438.861, 193.300); (1441.802, 194.614); (1463.871, 218.448); (1467.325, 224.580); (1468.773, 232.458); (1463.136, 245.081); (1461.841, 247.116); (1453.586, 241.716); (1424.324, 219.158)"
41,"(564.780, 1013.709); (553.439, 1014.907); (558.671, 1013.233)"
42,"(809.189, 589.485); (812.974, 580.213); (818.637, 580.725); (841.674, 586.510); (844.724, 595.697); (839.787, 598.641); (819.100, 597.227)"
43,"(863.280, 614.767); (857.040, 613.699); (860.090, 613.314)"
44,"(1769.437, 950.071); (1807.950, 958.545); (1812.726, 963.851); (1812.584, 972.619); (1811.385, 977.561); (1807.705, 981.391); (1800.655, 983.493); (1778.861, 960.799)"
45,"(1059.407, 366.628); (1062.420, 371.989); (1059.627, 374.500); (1053.530, 374.545); (1049.074, 371.017); (1051.936, 369.159)"
46,"(152.921, 434.250); (158.387, 439.393); (155.991, 438.703)"
47,"(1040.028, 196.741); (1053.808, 196.387); (1068.366, 202.069); (1088.799, 223.006); (1091.427, 227.060); (1088.913, 232.521); (1065.589, 246.689); (1044.704, 235.581); (1032.986, 228.361); (1032.989, 220.264); (1033.198, 215.700); (1035.671, 207.555)"
48,"(1749.431, 208.429); (1725.545, 214.833); (1720.628, 214.749); (1710.324, 196.453); (1706.608, 187.812); (1705.366, 184.357); (1714.114, 180.171); (1725.911, 177.116); (1736.126, 179.368); (1741.977, 188.076)"
49,"(1198.891, 134.269); (1193.245, 129.039); (1200.139, 131.112); (1201.007, 134.749)"
50,"(191.568, 678.998); (184.791, 674.909); (191.669, 671.523); (198.439, 669.299); (202.176, 672.425)"
51,"(1690.400, 102.980); (1689.226, 97.981); (1692.162, 96.645); (1695.348, 100.499)"
52,"(1017.774, 103.040); (1016.886, 101.538); (1019.016, 98.157); (1021.798, 97.763)"
53,"(2033.515, 438.673); (2025.271, 437.448); (2032.936, 432.848)"
54,"(1465.277, 1014.660); (1490.736, 1012.738); (1479.532, 1014.458)"
55,"(322.402, 881.356); (309.675, 887.328); (300.382, 886.707); (296.901, 884.512); (297.304, 878.067); (305.317, 875.131); (311.420, 876.573)"
56,"(1352.858, 836.683); (1355.936, 831.492); (1369.480, 833.083); (1363.696, 837.975); (1359.962, 838.915)"
57,"(1797.550, 615.484); (1785.054, 609.589); (1792.547, 606.373); (1810.072, 609.493); (1801.821, 614.617)"
58,"(857.354, 84.528); (862.242, 85.431); (859.667, 87.073)"
59,"(1409.545, 774.275); (1401.339, 775.248); (1405.837, 771.820)"
60,"(1913.483, 101.688); (1918.253, 100.069); (1916.409, 102.748)"
61,"(1825.604, 198.910); (1817.155, 196.006); (1819.145, 189.892); (1821.923, 193.107)"
62,"(244.777, 918.836); (233.025, 914.832); (245.377, 910.522); (255.509, 910.995); (250.507, 917.295)"
63,"(1196.857, 391.350); (1193.435, 384.972); (1198.382, 386.361); (1205.089, 388.914)"
64,"(901.517, 502.724); (889.271, 495.374); (895.776, 498.121)"
65,"(1190.551, 598.946); (1177.485, 593.801); (1195.577, 590.187); (1198.902, 594.499)"
66,"(1759.466, 102.851); (1753.141, 100.842); (1757.392, 97.767)"
67,"(317.561, 992.660); (325.847, 1000.803); (319.325, 1000.508)"
68,"(873.201, 209.234); (872.658, 192.728); (878.864, 188.802); (888.470, 187.437); (891.618, 189.333); (889.763, 202.550); (883.779, 215.237); (877.675, 213.935)"
69,"(1254.226, 375.052); (909.269, 355.690); (906.239, 350.972); (904.993, 339.151); (904.886, 333.948); (926.698, 321.652); (950.651, 309.688); (962.237, 305.268); (1077.396, 286.104); (1114.914, 287.492); (1271.437, 317.817); (1276.367, 320.197); (1275.343, 370.631); (1267.725, 374.047)"
70,"(979.244, 275.161); (968.707, 266.456); (976.076, 259.989); (1001.745, 245.858); (1005.267, 247.667); (1019.075, 256.507); (1003.659, 276.674); (997.733, 277.935); (987.942, 279.012)"
71,"(1974.613, 784.663); (1960.668, 756.758); (1975.253, 749.947); (1981.312, 748.263); (2006.548, 747.034); (2034.170, 754.403); (2036.753, 765.915); (2032.979, 775.468); (2011.558, 785.747); (1989.799, 791.292); (1987.174, 791.256); (1980.431, 788.282)"
72,"(178.775, 599.109); (169.479, 578.501); (173.710, 570.138); (186.929, 555.150); (197.855, 549.375); (199.478, 556.450); (201.301, 565.667); (198.808, 572.237); (183.090, 598.631)"
73,"(1321.167, 145.789); (1325.035, 117.287); (1334.589, 120.700); (1339.909, 124.768); (1346.856, 143.783); (1346.703, 145.535); (1334.943, 150.063); (1330.009, 150.809); (1321.889, 149.309)"
74,"(1513.496, 174.994); (1521.124, 150.662); (1527.284, 149.678); (1545.165, 151.143); (1550.628, 159.905); (1544.867, 173.635); (1541.008, 178.393); (1533.177, 182.540); (1528.318, 182.835); (1518.916, 180.703)"
75,"(110.712, 467.615); (104.986, 460.928); (105.180, 452.337); (108.682, 446.396); (114.412, 446.088); (125.721, 447.941); (127.534, 451.208); (116.442, 469.768); (113.374, 470.507)"
76,"(985.344, 659.724); (968.969, 645.828); (976.391, 647.495); (994.470, 655.803); (993.233, 659.789); (992.140, 662.818); (988.994, 662.221)"
77,"(1005.823, 854.007); (978.392, 854.719); (967.566, 853.400); (944.676, 845.814); (937.414, 831.331); (945.705, 825.197); (952.765, 823.693); (987.307, 825.214); (1014.010, 828.505); (1017.604, 833.949); (1013.077, 843.750)"
78,"(1239.448, 269.014); (1242.787, 280.916); (1240.600, 284.520); (1233.188, 281.483); (1230.858, 276.766); (1232.727, 271.904)"
79,"(1912.608, 1015.054); (1937.911, 1012.960); (1923.576, 1014.970)"
80,"(937.500, 803.013); (937.081, 782.663); (940.351, 778.099); (946.777, 781.112); (950.172, 792.373); (951.622, 804.150); (946.196, 806.385); (938.524, 806.606)"
81,"(1264.368, 182.854); (1256.896, 164.569); (1258.377, 156.405); (1260.347, 152.981); (1273.275, 145.373); (1277.395, 145.990); (1284.240, 149.524); (1295.692, 162.700); (1289.985, 170.405); (1272.144, 180.221)"
82,"(1033.139, 926.497); (1032.611, 923.480); (1035.127, 907.501); (1037.101, 899.354); (1042.855, 898.699); (1046.584, 904.310); (1041.867, 932.649); (1039.803, 934.634)"
83,"(682.367, 145.864); (680.598, 131.774); (682.662, 123.806); (688.264, 118.899); (693.139, 114.687); (714.426, 116.950); (715.951, 123.066); (715.928, 131.043); (708.715, 147.753); (704.436, 150.734); (689.785, 148.497)"
84,"(751.379, 497.959); (742.693, 502.528); (736.882, 501.369); (728.727, 497.759); (734.453, 494.449); (745.539, 493.380)"
85,"(1981.245, 816.523); (1985.600, 818.971); (1974.467, 847.045); (1969.306, 854.819); (1967.724, 854.662); (1965.662, 846.816); (1961.121, 821.965); (1966.426, 820.163); (1975.175, 817.448)"
86,"(1041.957, 114.539); (1057.989, 114.539); (1050.475, 137.074); (1047.248, 142.324); (1038.745, 151.040); (1033.334, 150.658); (1032.711, 146.750); (1033.068, 138.822); (1035.817, 122.194); (1037.502, 115.268)"
87,"(1129.050, 149.867); (1136.388, 146.449); (1142.858, 144.178); (1151.975, 147.823); (1156.268, 169.043); (1155.524, 178.661); (1154.950, 182.606); (1149.425, 182.013); (1140.477, 173.176); (1130.700, 157.602)"
88,"(2009.002, 465.629); (2008.645, 459.003); (2015.959, 457.627); (2029.189, 455.877); (2027.703, 460.583); (2025.448, 464.975); (2019.578, 470.797)"
89,"(393.127, 71.238); (395.049, 67.370); (403.423, 67.939); (415.635, 69.019); (417.852, 72.828); (409.184, 83.844); (405.961, 86.720); (393.866, 75.646)"
90,"(1366.643, 1007.254); (1359.036, 1014.640); (1354.694, 1002.643); (1353.076, 983.788); (1357.292, 979.415); (1362.063, 981.987); (1364.885, 983.826)"
91,"(885.360, 438.513); (873.380, 430.143); (875.895, 428.250); (882.875, 426.223); (886.225, 426.904); (889.443, 432.010); (888.571, 437.991)"
92,"(873.976, 406.345); (873.170, 396.667); (875.398, 381.963); (877.632, 377.818); (885.488, 377.681); (893.697, 384.405); (887.714, 404.363); (884.343, 406.777)"
93,"(1920.215, 141.839); (1916.127, 151.217); (1902.292, 151.206); (1897.228, 122.988); (1902.068, 120.924); (1915.554, 122.289); (1917.966, 125.132)"
94,"(1050.588, 815.094); (1043.399, 822.772); (1036.683, 819.061); (1033.495, 814.120); (1037.885, 810.395); (1046.408, 811.753)"
95,"(1236.970, 118.609); (1225.051, 115.358); (1227.629, 109.573); (1234.448, 96.816); (1239.345, 91.399); (1244.007, 97.257); (1241.822, 116.622)"
96,"(125.049, 351.401); (120.815, 374.573); (116.618, 374.020); (115.301, 371.849); (105.367, 351.305); (114.364, 345.686); (120.113, 344.026); (123.414, 346.989)"
97,"(73.688, 716.691); (84.664, 735.134); (82.698, 742.630); (81.130, 742.677); (78.573, 741.304); (74.885, 735.558); (73.326, 732.062); (73.437, 726.393)"
98,"(2025.151, 285.243); (2037.630, 289.494); (2035.273, 293.260); (2031.252, 294.792); (2027.113, 293.094)"
99,"(34.172, 337.180); (24.206, 342.578); (19.202, 341.882); (13.194, 339.544); (9.026, 327.734); (10.700, 323.099); (25.816, 328.360)"
100,"(1812.192, 1007.317); (1800.638, 1014.541); (1791.299, 1011.993); (1785.110, 1004.067); (1797.673, 1003.530)"
101,"(1505.434, 134.347); (1497.116, 134.989); (1502.105, 130.950)"
102,"(1961.062, 946.189); (1979.866, 951.450); (1972.622, 949.965)"
103,"(1240.688, 1014.801); (1259.323, 1011.944); (1249.116, 1014.157)"
104,"(2024.784, 517.169); (2036.310, 514.743); (2039.494, 518.028); (2035.621, 519.100)"
105,"(1588.652, 150.869); (1582.564, 146.318); (1579.123, 136.220); (1576.633, 125.150); (1583.290, 119.742); (1594.627, 121.528); (1597.269, 126.010); (1598.107, 134.863); (1598.765, 144.495); (1594.926, 147.449)"
106,"(1206.006, 473.444); (1212.282, 493.054); (1210.230, 498.616); (1201.020, 503.218); (1197.085, 502.011); (1193.770, 493.359); (1192.957, 474.637); (1199.307, 468.982)"
107,"(1289.943, 211.085); (1269.363, 247.418); (1265.491, 246.383); (1259.164, 232.219); (1256.757, 225.619); (1256.563, 215.970); (1258.307, 210.922); (1262.389, 207.919); (1280.125, 199.703)"
108,"(1832.951, 112.161); (1832.995, 106.080); (1839.253, 94.419); (1845.339, 96.174); (1852.004, 101.366); (1857.118, 105.839); (1855.271, 109.601); (1846.052, 117.966); (1844.267, 118.974); (1839.095, 117.656)"
109,"(1449.391, 893.336); (1457.813, 902.205); (1454.202, 922.946); (1453.717, 924.594); (1450.564, 928.728); (1426.324, 948.282); (1421.445, 950.805); (1416.671, 948.974); (1442.657, 898.238); (1444.242, 895.971); (1446.501, 894.603)"
110,"(1741.091, 241.279); (1736.958, 233.597); (1743.590, 233.143); (1748.086, 233.617); (1775.023, 237.354); (1777.643, 240.305); (1778.045, 252.237); (1768.211, 275.219); (1764.891, 278.967)"
111,"(777.214, 556.849); (777.299, 527.309); (790.746, 519.517); (819.353, 515.404); (870.620, 513.800); (879.177, 515.144); (882.804, 516.826); (885.564, 522.786); (889.060, 538.833); (886.906, 540.655); (846.587, 561.891); (778.528, 567.156)"
112,"(264.684, 939.302); (271.836, 922.765); (278.872, 920.593); (323.410, 916.364); (334.892, 922.267); (346.942, 932.441); (351.347, 937.863); (353.938, 950.015); (349.184, 950.849); (340.453, 951.077); (327.530, 950.358); (287.484, 947.417); (282.711, 946.084)"
113,"(1709.855, 139.997); (1704.865, 124.657); (1718.295, 122.602); (1729.874, 126.119); (1734.636, 128.290); (1732.588, 134.676); (1729.586, 140.004); (1722.457, 150.889); (1716.375, 147.623)"
114,"(1781.475, 215.297); (1769.332, 182.313); (1769.494, 177.068); (1772.235, 173.530); (1783.306, 171.749); (1786.926, 176.760); (1791.374, 183.226); (1793.343, 187.771); (1791.546, 209.677); (1788.821, 214.776); (1783.221, 215.425)"
115,"(1785.257, 569.483); (1794.562, 559.916); (1797.914, 574.739); (1795.544, 582.638); (1791.887, 582.875); (1786.994, 582.860)"
116,"(993.233, 430.914); (979.783, 438.629); (965.146, 437.516); (941.269, 435.052); (916.661, 431.123); (907.497, 428.321); (905.264, 424.155); (904.772, 417.539); (910.607, 382.325); (911.945, 374.695); (916.554, 372.862); (924.200, 371.963); (934.875, 371.574); (957.476, 372.137); (985.025, 375.098); (990.446, 377.759); (995.447, 380.264); (994.890, 402.612)"
117,"(1040.594, 848.876); (1038.835, 870.930); (1034.981, 867.437); (1033.338, 859.533); (1033.904, 849.641); (1034.540, 844.831); (1039.167, 841.078)"
118,"(79.538, 260.747); (75.165, 304.023); (46.859, 310.239); (36.934, 310.940); (9.479, 295.314); (9.096, 293.662); (10.300, 290.666); (25.009, 263.982); (33.186, 258.111); (54.833, 257.518); (76.634, 258.189)"
119,"(1289.509, 400.459); (1273.483, 406.892); (1274.488, 400.531); (1280.123, 394.391)"
120,"(1829.691, 1007.255); (1801.158, 927.166); (1804.291, 847.008); (1805.606, 816.425); (1805.980, 810.061); (1810.107, 794.036); (1896.944, 738.543); (1902.595, 736.226); (1908.369, 738.351); (1913.216, 741.524); (1928.011, 759.196); (1990.974, 908.836); (1991.190, 911.976); (1989.489, 916.269); (1888.058, 1011.261); (1879.877, 1014.560); (1834.380, 1009.828)"
121,"(1880.606, 97.703); (1886.299, 98.761); (1881.437, 102.541)"
122,"(944.551, 162.594); (942.334, 166.713); (937.642, 166.220); (937.340, 162.210); (939.305, 161.964)"
123,"(2025.473, 597.555); (2027.733, 593.871); (2032.782, 593.380); (2033.179, 599.632); (2033.717, 614.403); (2032.150, 615.378)"
124,"(184.986, 934.925); (169.272, 934.733); (177.704, 933.355)"
125,"(2016.534, 183.482); (2008.745, 178.694); (2013.511, 176.240)"
126,"(1971.458, 214.754); (1965.449, 214.999); (1963.156, 213.583); (1961.386, 200.163); (1963.726, 197.678); (1971.883, 201.813); (1976.835, 206.221); (1976.678, 210.562)"
127,"(1785.207, 639.365); (1792.088, 647.178); (1788.573, 644.347)"
128,"(1223.806, 417.751); (1219.519, 433.043); (1177.882, 437.708); (1168.022, 438.377); (1163.584, 438.604); (1160.506, 436.825); (1162.887, 424.567); (1165.202, 416.157); (1169.094, 411.361); (1179.467, 406.192); (1205.000, 408.593)"
129,"(1261.926, 535.084); (1256.897, 529.729); (1273.755, 519.448); (1278.562, 522.281)"
130,"(811.435, 149.764); (808.943, 133.398); (809.119, 127.008); (818.287, 115.467); (826.951, 114.602); (832.227, 116.239); (828.955, 132.494); (826.543, 139.138); (823.415, 146.654); (820.233, 150.167); (816.362, 151.182)"
131,"(1388.854, 737.940); (1381.050, 754.629); (1376.889, 759.037); (1374.103, 755.602); (1368.613, 743.934); (1355.606, 710.671); (1352.739, 703.041); (1353.597, 697.890); (1375.694, 696.900); (1388.557, 731.378)"
132,"(1331.584, 678.660); (1324.406, 678.786); (1321.829, 677.802); (1320.559, 653.972); (1329.682, 658.381); (1333.239, 663.732); (1333.224, 671.476)"
133,"(1896.573, 190.491); (1928.236, 183.779); (1937.938, 183.823); (1938.928, 188.942); (1939.007, 189.604); (1939.581, 204.852); (1939.015, 207.243); (1937.192, 211.578); (1936.781, 212.201); (1925.038, 215.474); (1904.858, 207.906); (1898.949, 199.983)"
134,"(297.440, 855.240); (265.265, 824.038); (265.487, 794.255); (265.591, 789.565); (265.792, 785.540); (270.556, 786.823); (290.856, 808.395); (308.166, 833.918); (308.144, 837.322); (305.369, 848.900); (303.376, 854.031)"
135,"(1129.396, 993.963); (1131.716, 988.033); (1135.527, 984.105); (1143.144, 1000.998); (1144.362, 1008.577); (1143.035, 1011.476); (1138.060, 1014.526); (1132.347, 1011.389); (1130.831, 1007.356)"
136,"(1880.930, 165.192); (1883.402, 158.648); (1886.310, 161.779); (1883.067, 166.537)"
137,"(1769.100, 130.894); (1773.491, 123.702); (1784.631, 121.905); (1792.097, 121.433); (1796.516, 124.824); (1793.073, 137.306); (1786.604, 144.513); (1782.156, 148.553); (1776.492, 151.411); (1770.700, 146.992); (1769.581, 139.760)"
138,"(878.752, 567.587); (886.590, 561.532); (889.622, 564.442); (890.388, 576.040); (889.860, 587.406); (887.757, 593.039); (885.601, 596.172); (879.178, 598.573); (874.000, 593.967); (872.890, 589.274); (874.287, 581.856)"
139,"(360.756, 972.445); (370.649, 978.832); (367.374, 980.507); (350.453, 983.345); (344.602, 980.312); (350.795, 972.916)"
140,"(1289.257, 279.934); (1294.373, 258.754); (1308.032, 255.591); (1314.036, 254.988); (1329.766, 272.611); (1330.536, 273.758); (1330.951, 274.714); (1332.599, 280.602); (1336.672, 299.291); (1324.035, 310.234); (1318.879, 310.665); (1314.546, 310.743); (1296.309, 302.148); (1292.076, 292.521); (1289.562, 286.132)"
141,"(714.254, 532.705); (712.963, 520.117); (754.821, 526.682); (755.455, 532.459); (749.221, 557.026); (741.333, 566.725); (738.784, 565.368)"
142,"(1512.816, 98.312); (1515.690, 94.494); (1521.538, 94.363); (1527.259, 94.321); (1540.310, 96.043); (1539.479, 112.533); (1534.801, 118.807); (1526.224, 114.881); (1517.265, 105.930)"
143,"(1949.900, 132.024); (1945.090, 134.751); (1948.496, 129.728); (1949.113, 129.294)"
